"Municipio" "Habitantes" "Provincia" "INE" "AMB" "lat" "lon"
"Llavorsí" 352 "Lleida" "25126" "0" 42.49535 1.21195
"Lleida" 138956 "Lleida" "25120" "0" 41.61495 0.62755
"Llers" 1239 "Girona" "17093" "0" 42.29484 2.91164
"Lles de Cerdanya" 253 "Lleida" "25127" "0" 42.39112 1.6874
"Lliçà d'Amunt" 15256 "Barcelona" "08107" "0" 41.61244 2.23828
"Lliçà de Vall" 6542 "Barcelona" "08108" "0" 41.58637 2.24078
"Llimiana" 145 "Lleida" "25128" "0" 42.07515 0.91701
"Llinars del Vallès" 9938 "Barcelona" "08106" "0" 41.63978 2.40199
"Llívia" 1417 "Girona" "17094" "0" 42.46306 1.9796
"el Lloar" 107 "Tarragona" "43072" "0" 41.18652 0.75039
"Llobera" 188 "Lleida" "25129" "0" 41.92209 1.46211
"Llorac" 100 "Tarragona" "43073" "0" 41.5566 1.30759
"Llorenç del Penedès" 2393 "Tarragona" "43074" "0" 41.28151 1.55364
"Lloret de Mar" 38373 "Girona" "17095" "0" 41.69782 2.84502
"les Llosses" 218 "Girona" "17096" "0" 42.15073 2.12035
"Lluçà" 273 "Barcelona" "08109" "0" 42.04869 2.03512
"Maçanet de Cabrenys" 688 "Girona" "17102" "0" 42.38639 2.74888
"Maçanet de la Selva" 7006 "Girona" "17103" "0" 41.7779 2.73452
"Madremanya" 283 "Girona" "17097" "0" 41.98882 2.95709
"Maià de Montcal" 449 "Girona" "17098" "0" 42.22126 2.74481
"Maials" 920 "Lleida" "25133" "0" 41.36531 0.50795
"Maldà" 220 "Lleida" "25130" "0" 41.55083 1.03987
"Malgrat de Mar" 18579 "Barcelona" "08110" "0" 41.64852 2.74563
"Malla" 273 "Barcelona" "08111" "0" 41.89468 2.2441
"Manlleu" 20573 "Barcelona" "08112" "0" 42.00366 2.28436
"Manresa" 77714 "Barcelona" "08113" "0" 41.7254 1.82373
"Marçà" 594 "Tarragona" "43076" "0" 41.12693 0.80111
"Margalef" 97 "Tarragona" "43075" "0" 41.28486 0.75496
"Marganell" 266 "Barcelona" "08242" "0" 41.63997 1.79373
"Martorell" 28189 "Barcelona" "08114" "0" 41.47423 1.92638
"Martorelles" 4801 "Barcelona" "08115" "0" 41.52767 2.23682
"Mas de Barberans" 578 "Tarragona" "43077" "0" 40.73582 0.37481
"Masarac" 288 "Girona" "17100" "0" 42.35097 2.97258
"Masdenverge" 1070 "Tarragona" "43078" "0" 40.71528 0.5292
"les Masies de Roda" 700 "Barcelona" "08116" "0" 41.99096 2.31667
"les Masies de Voltregà" 3141 "Barcelona" "08117" "0" 42.01032 2.24606
"Masllorenç" 504 "Tarragona" "43079" "0" 41.26987 1.41525
"el Masnou" 23515 "Barcelona" "08118" "0" 41.47892 2.31885
"la Masó" 276 "Tarragona" "43080" "0" 41.23358 1.22376
"Maspujols" 827 "Tarragona" "43081" "0" 41.18237 1.04705
"Masquefa" 9211 "Barcelona" "08119" "0" 41.50032 1.81102
"el Masroig" 497 "Tarragona" "43082" "0" 41.12691 0.7324
"Massalcoreig" 598 "Lleida" "25131" "0" 41.46 0.3601
"Massanes" 761 "Girona" "17101" "0" 41.76586 2.65187
"Massoteres" 218 "Lleida" "25132" "0" 41.7977 1.31218
"Matadepera" 9326 "Barcelona" "08120" "0" 41.60163 2.02071
"Mataró" 128265 "Barcelona" "08121" "0" 41.53419 2.44035
"Mediona" 2322 "Barcelona" "08122" "0" 41.47911 1.61147
"Menàrguens" 806 "Lleida" "25134" "0" 41.72774 0.74243
"Meranges" 104 "Girona" "17099" "0" 42.44627 1.78674
"Mieres" 318 "Girona" "17105" "0" 42.12701 2.6404
"el Milà" 178 "Tarragona" "43083" "0" 41.24913 1.20527
"Miralcamp" 1351 "Lleida" "25135" "0" 41.60638 0.88006
"Miravet" 691 "Tarragona" "43084" "0" 41.04162 0.59911
"Moià" 6267 "Barcelona" "08138" "0" 41.80909 2.09753
"el Molar" 297 "Tarragona" "43085" "0" 41.16407 0.70527
"Molins de Rei" 25868 "Barcelona" "08123" "1" 41.4146 2.01678
"Mollerussa" 14683 "Lleida" "25137" "0" 41.63004 0.89369
"Mollet de Peralada" 189 "Girona" "17106" "0" 42.35985 3.00022
"Mollet del Vallès" 51318 "Barcelona" "08124" "0" 41.5442 2.21695
"Molló" 337 "Girona" "17107" "0" 42.34818 2.40439
"la Molsosa" 107 "Lleida" "25136" "0" 41.78506 1.54316
"Monistrol de Calders" 682 "Barcelona" "08128" "0" 41.75976 2.01116
"Monistrol de Montserrat" 3034 "Barcelona" "08127" "0" 41.61102 1.84554
"Montagut i Oix" 916 "Girona" "17109" "0" 42.232 2.59636
"Montblanc" 7364 "Tarragona" "43086" "0" 41.37575 1.16436
"Montbrió del Camp" 2890 "Tarragona" "43088" "0" 41.12122 1.00468
"Montcada i Reixac" 36239 "Barcelona" "08125" "1" 41.48733 2.18631
"Montclar" 136 "Barcelona" "08130" "0" 42.0181 1.76544
"Montellà i Martinet" 579 "Lleida" "25139" "0" 42.35466 1.70523
"Montesquiu" 998 "Barcelona" "08131" "0" 42.11206 2.20671
"Montferrer i Castellbò" 1041 "Lleida" "25140" "0" 42.34174 1.42784
"Montferri" 387 "Tarragona" "43089" "0" 41.26544 1.36583
"Montgai" 625 "Lleida" "25138" "0" 41.79917 0.9595
"Montgat" 12041 "Barcelona" "08126" "1" 41.46661 2.27861
"Montmajor" 464 "Barcelona" "08132" "0" 42.0177 1.73528
"Montmaneu" 150 "Barcelona" "08133" "0" 41.62601 1.41289
"el Montmell" 1512 "Tarragona" "43090" "0" 41.31479 1.45235
"Montmeló" 8755 "Barcelona" "08135" "0" 41.55216 2.24883
"Montoliu de Lleida" 489 "Lleida" "25142" "0" 41.56056 0.58881
"Montoliu de Segarra" 179 "Lleida" "25141" "0" 41.59068 1.26831
"Montornès de Segarra" 100 "Lleida" "25143" "0" 41.60089 1.23194
"Montornès del Vallès" 16393 "Barcelona" "08136" "0" 41.54399 2.26559
"Mont-ral" 162 "Tarragona" "43091" "0" 41.28672 1.09988
"Mont-ras" 1679 "Girona" "17110" "0" 41.90822 3.14629
"Mont-roig del Camp" 12136 "Tarragona" "43092" "0" 41.0853 0.95971
"Montseny" 342 "Barcelona" "08137" "0" 41.75822 2.39592
"Móra d'Ebre" 5690 "Tarragona" "43093" "0" 41.08847 0.63945
"Móra la Nova" 3087 "Tarragona" "43094" "0" 41.10271 0.65252
"el Morell" 3704 "Tarragona" "43095" "0" 41.19198 1.20654
"la Morera de Montsant" 152 "Tarragona" "43096" "0" 41.26397 0.84162
"Muntanyola" 634 "Barcelona" "08129" "0" 41.87761 2.17746
"Mura" 224 "Barcelona" "08139" "0" 41.70125 1.97798
"Nalec" 87 "Lleida" "25145" "0" 41.56003 1.11491
"Naut Aran" 1803 "Lleida" "25025" "0" 42.69958 0.93331
"Navarcles" 5977 "Barcelona" "08140" "0" 41.75173 1.90092
"Navàs" 6020 "Barcelona" "08141" "0" 41.90003 1.87838
"Navata" 1381 "Girona" "17111" "0" 42.22368 2.8607
"Navès" 280 "Lleida" "25146" "0" 41.99196 1.63866
"la Nou de Berguedà" 161 "Barcelona" "08142" "0" 42.16578 1.8851
"la Nou de Gaià" 603 "Tarragona" "43097" "0" 41.18295 1.37582
"Nulles" 492 "Tarragona" "43098" "0" 41.2492 1.29515
"Odèn" 249 "Lleida" "25148" "0" 42.13276 1.38756
"Òdena" 3643 "Barcelona" "08143" "0" 41.60647 1.64361
"Ogassa" 234 "Girona" "17112" "0" 42.26585 2.27764
"Olèrdola" 3692 "Barcelona" "08145" "0" 41.32102 1.72213
"Olesa de Bonesvalls" 1810 "Barcelona" "08146" "0" 41.34684 1.84676
"Olesa de Montserrat" 23904 "Barcelona" "08147" "0" 41.54213 1.89631
"Oliana" 1810 "Lleida" "25149" "0" 42.06739 1.31368
"Oliola" 197 "Lleida" "25150" "0" 41.87622 1.17471
"Olius" 986 "Lleida" "25151" "0" 42.01064 1.56377
"Olivella" 3799 "Barcelona" "08148" "0" 41.31042 1.81161
"Olost" 1198 "Barcelona" "08149" "0" 41.98623 2.0961
"Olot" 35228 "Girona" "17114" "0" 42.18097 2.48967
"les Oluges" 167 "Lleida" "25152" "0" 41.69636 1.32121
"Olvan" 854 "Barcelona" "08144" "0" 42.05725 1.90544
"els Omellons" 211 "Lleida" "25153" "0" 41.50058 0.95945
"els Omells de na Gaia" 131 "Lleida" "25154" "0" 41.50242 1.07769
"Ordis" 371 "Girona" "17115" "0" 42.21832 2.9073
"Organyà" 784 "Lleida" "25155" "0" 42.21142 1.328
"Orís" 315 "Barcelona" "08150" "0" 42.0571 2.23867
"Oristà" 541 "Barcelona" "08151" "0" 41.93449 2.05963
"Orpí" 147 "Barcelona" "08152" "0" 41.52866 1.6075
"Òrrius" 739 "Barcelona" "08153" "0" 41.55466 2.3553
"Os de Balaguer" 994 "Lleida" "25156" "0" 41.87346 0.72229
"Osor" 428 "Girona" "17116" "0" 41.9456 2.55744
"Ossó de Sió" 204 "Lleida" "25157" "0" 41.75433 1.16061
"Pacs del Penedès" 922 "Barcelona" "08154" "0" 41.36199 1.67028
"Palafolls" 9405 "Barcelona" "08155" "0" 41.66602 2.74979
"Palafrugell" 22974 "Girona" "17117" "0" 41.91813 3.15936
"Palamós" 17910 "Girona" "17118" "0" 41.84736 3.12802
"el Palau d'Anglesola" 2166 "Lleida" "25158" "0" 41.65023 0.87889
"Palau de Santa Eulàlia" 91 "Girona" "17119" "0" 42.17737 2.96971
"Palau-sator" 310 "Girona" "17121" "0" 41.98894 3.1107
"Palau-saverdera" 1476 "Girona" "17120" "0" 42.30694 3.14589
"Palau-solità i Plegamans" 14771 "Barcelona" "08156" "0" 41.58062 2.18085
"els Pallaresos" 4777 "Tarragona" "43100" "0" 41.17542 1.275
"Pallejà" 11508 "Barcelona" "08157" "1" 41.41943 2.00096
"la Palma d'Ebre" 340 "Tarragona" "43099" "0" 41.28433 0.66569
"la Palma de Cervelló" 2954 "Barcelona" "08905" "0" 41.41376 1.96539
"Palol de Revardit" 455 "Girona" "17123" "0" 42.06954 2.7968
"Pals" 2411 "Girona" "17124" "0" 41.96786 3.1483
"el Papiol" 4145 "Barcelona" "08158" "1" 41.43898 2.01197
"Pardines" 162 "Girona" "17125" "0" 42.3125 2.21342
"Parets del Vallès" 19082 "Barcelona" "08159" "0" 41.56947 2.2321
"Parlavà" 394 "Girona" "17126" "0" 42.02332 3.03202
"Passanant i Belltall" 163 "Tarragona" "43101" "0" 41.53197 1.19686
"Pau" 560 "Girona" "17128" "0" 42.31606 3.11654
"Paüls" 556 "Tarragona" "43102" "0" 40.87399 0.39998
"Pedret i Marzà" 198 "Girona" "17129" "0" 42.31076 3.06748
"Penelles" 452 "Lleida" "25164" "0" 41.75758 0.96492
"la Pera" 446 "Girona" "17130" "0" 42.02039 2.97343
"Perafita" 395 "Barcelona" "08160" "0" 42.04125 2.10642
"Perafort" 1261 "Tarragona" "43103" "0" 41.19199 1.25568
"Peralada" 1850 "Girona" "17132" "0" 42.30828 3.01142
"Peramola" 347 "Lleida" "25165" "0" 42.05901 1.26827
"el Perelló" 2770 "Tarragona" "43104" "0" 40.87642 0.71335
"Piera" 15603 "Barcelona" "08161" "0" 41.52373 1.7517
"les Piles" 212 "Tarragona" "43105" "0" 41.50367 1.3424
"Pineda de Mar" 27272 "Barcelona" "08163" "0" 41.62224 2.69292
"el Pinell de Brai" 1017 "Tarragona" "43106" "0" 41.01728 0.51524
"Pinell de Solsonès" 200 "Lleida" "25166" "0" 41.95092 1.41818
"Pinós" 287 "Lleida" "25167" "0" 41.82732 1.542
"Pira" 493 "Tarragona" "43107" "0" 41.42432 1.20252
"el Pla de Santa Maria" 2327 "Tarragona" "43108" "0" 41.35952 1.29327
"el Pla del Penedès" 1256 "Barcelona" "08164" "0" 41.41934 1.7083
"les Planes d'Hostoles" 1683 "Girona" "17133" "0" 42.0555 2.54202
"Planoles" 288 "Girona" "17134" "0" 42.31634 2.10407
"els Plans de Sió" 506 "Lleida" "25911" "0" 41.76116 1.19818
"el Poal" 648 "Lleida" "25168" "0" 41.67621 0.85689
"la Pobla de Cérvoles" 191 "Lleida" "25169" "0" 41.36688 0.91632
"la Pobla de Claramunt" 2193 "Barcelona" "08165" "0" 41.55368 1.67596
"la Pobla de Lillet" 1095 "Barcelona" "08166" "0" 42.24436 1.97523
"la Pobla de Mafumet" 3904 "Tarragona" "43109" "0" 41.18898 1.20889
"la Pobla de Massaluca" 318 "Tarragona" "43110" "0" 41.18097 0.354
"la Pobla de Montornès" 2839 "Tarragona" "43111" "0" 41.17912 1.41527
"la Pobla de Segur" 2984 "Lleida" "25171" "0" 42.24867 0.96645
"Poboleda" 313 "Tarragona" "43112" "0" 41.23477 0.84531
"Polinyà" 8479 "Barcelona" "08167" "0" 41.55756 2.15773
"el Pont d'Armentera" 505 "Tarragona" "43113" "0" 41.38348 1.36289
"el Pont de Bar" 157 "Lleida" "25030" "0" 42.3718 1.60489
"Pont de Molins" 529 "Girona" "17135" "0" 42.31433 2.92981
"el Pont de Suert" 2220 "Lleida" "25173" "0" 42.40518 0.74235
"el Pont de Vilomara i Rocafort" 3830 "Barcelona" "08182" "0" 41.69902 1.87003
"Pontils" 117 "Tarragona" "43141" "0" 41.47737 1.38771
"Pontons" 532 "Barcelona" "08168" "0" 41.41562 1.51664
"Pontós" 266 "Girona" "17136" "0" 42.18561 2.91728
"Ponts" 2601 "Lleida" "25172" "0" 41.91591 1.18565
"Porqueres" 4621 "Girona" "17137" "0" 42.10675 2.7817
"Porrera" 439 "Tarragona" "43114" "0" 41.18682 0.85577
"el Port de la Selva" 970 "Girona" "17140" "0" 42.3367 3.20382
"Portbou" 1075 "Girona" "17138" "0" 42.42564 3.16139
"la Portella" 728 "Lleida" "25174" "0" 41.73871 0.63989
"Pradell de la Teixeta" 152 "Tarragona" "43115" "0" 41.15697 0.87585
"Prades" 589 "Tarragona" "43116" "0" 41.30891 0.9879
"Prat de Comte" 183 "Tarragona" "43117" "0" 40.98284 0.40512
"el Prat de Llobregat" 64599 "Barcelona" "08169" "1" 41.32811 2.0862
"Pratdip" 738 "Tarragona" "43118" "0" 41.05122 0.87179
"Prats de Lluçanès" 2569 "Barcelona" "08171" "0" 42.00824 2.03106
"els Prats de Rei" 532 "Barcelona" "08170" "0" 41.70549 1.53918
"Prats i Sansor" 219 "Lleida" "25175" "0" 42.36447 1.83707
"Preixana" 385 "Lleida" "25176" "0" 41.60721 1.03681
"Preixens" 432 "Lleida" "25177" "0" 41.79369 1.05054
"Premià de Dalt" 10448 "Barcelona" "08230" "0" 41.50518 2.34574
"Premià de Mar" 28119 "Barcelona" "08172" "0" 41.49077 2.3523
"les Preses" 1788 "Girona" "17139" "0" 42.14407 2.45845
"Prullans" 231 "Lleida" "25179" "0" 42.37909 1.7381
"Puigcerdà" 9258 "Girona" "17141" "0" 42.43377 1.92764
"Puigdàlber" 526 "Barcelona" "08174" "0" 41.40532 1.70049
"Puiggròs" 276 "Lleida" "25180" "0" 41.55146 0.88784
"Puigpelat" 1149 "Tarragona" "43119" "0" 41.27812 1.29736
"Puig-reig" 4178 "Barcelona" "08175" "0" 41.97379 1.87966
"Puigverd d'Agramunt" 255 "Lleida" "25181" "0" 41.77661 1.12212
"Puigverd de Lleida" 1355 "Lleida" "25182" "0" 41.5447 0.73412
"Pujalt" 210 "Barcelona" "08176" "0" 41.71764 1.42248
"la Quar" 53 "Barcelona" "08177" "0" 42.0809 1.96171
"Quart" 3724 "Girona" "17142" "0" 41.93666 2.84202
"Queralbs" 191 "Girona" "17043" "0" 42.35076 2.16432
"Querol" 507 "Tarragona" "43120" "0" 41.42271 1.39714
"Rabós" 178 "Girona" "17143" "0" 42.37896 3.02841
"Rajadell" 548 "Barcelona" "08178" "0" 41.72858 1.70534
"Rasquera" 781 "Tarragona" "43121" "0" 41.0046 0.60079
"Regencós" 269 "Girona" "17144" "0" 41.95197 3.16964
"Rellinars" 780 "Barcelona" "08179" "0" 41.63817 1.90705
"Renau" 157 "Tarragona" "43122" "0" 41.22464 1.31131
"Reus" 104373 "Tarragona" "43123" "0" 41.15214 1.1081
"Rialp" 661 "Lleida" "25183" "0" 42.44319 1.135
"la Riba" 585 "Tarragona" "43124" "0" 41.3176 1.17745
"Riba-roja d'Ebre" 1126 "Tarragona" "43125" "0" 41.25034 0.48656
"Ribera d'Ondara" 426 "Lleida" "25905" "0" 41.62944 1.34037
"Ribera d'Urgellet" 935 "Lleida" "25185" "0" 42.32605 1.39952
"Ribes de Freser" 1754 "Girona" "17145" "0" 42.30739 2.16533
"Riells i Viabrea" 4124 "Girona" "17146" "0" 41.71986 2.54864
"la Riera de Gaià" 1744 "Tarragona" "43126" "0" 41.16744 1.35809
"Riner" 263 "Lleida" "25186" "0" 41.94178 1.56387
"Ripoll" 10686 "Girona" "17147" "0" 42.19684 2.19562
"Ripollet" 38665 "Barcelona" "08180" "1" 41.49638 2.16327
"Riu de Cerdanya" 93 "Lleida" "25913" "0" 42.34548 1.826
"Riudarenes" 2182 "Girona" "17148" "0" 41.82207 2.7224
"Riudaura" 478 "Girona" "17149" "0" 42.18861 2.40687
"Riudecanyes" 1124 "Tarragona" "43127" "0" 41.12993 0.96051
"Riudecols" 1180 "Tarragona" "43128" "0" 41.16768 0.97595
"Riudellots de la Selva" 2076 "Girona" "17150" "0" 41.89444 2.80407
"Riudoms" 6594 "Tarragona" "43129" "0" 41.13832 1.0544
"Riumors" 258 "Girona" "17151" "0" 42.22705 3.04276
"la Roca del Vallès" 10650 "Barcelona" "08181" "0" 41.58809 2.3265
"Rocafort de Queralt" 225 "Tarragona" "43130" "0" 41.47796 1.28145
"Roda de Berà" 6567 "Tarragona" "43131" "0" 41.18794 1.46017
"Roda de Ter" 6301 "Barcelona" "08183" "0" 41.98455 2.30977
"Rodonyà" 490 "Tarragona" "43132" "0" 41.27983 1.39918
"Roquetes" 7973 "Tarragona" "43133" "0" 40.82503 0.50034
"Roses" 19550 "Girona" "17152" "0" 42.26621 3.16635
"Rosselló" 3145 "Lleida" "25189" "0" 41.69992 0.59587
"el Rourell" 366 "Tarragona" "43134" "0" 41.2241 1.21773
"Rubí" 77464 "Barcelona" "08184" "0" 41.49248 2.02951
"Rubió" 239 "Barcelona" "08185" "0" 41.6445 1.56975
"Rupià" 272 "Girona" "17153" "0" 42.02307 3.00966
"Rupit i Pruit" 279 "Barcelona" "08901" "0" 42.02484 2.46594
"Sabadell" 213644 "Barcelona" "08187" "0" 41.55192 2.10579
"Sagàs" 148 "Barcelona" "08188" "0" 42.05188 1.96353
"Salàs de Pallars" 320 "Lleida" "25190" "0" 42.2123 0.93241
"Saldes" 274 "Barcelona" "08190" "0" 42.22864 1.73519
"Sales de Llierca" 154 "Girona" "17154" "0" 42.23594 2.65043
"Sallent" 6658 "Barcelona" "08191" "0" 41.82359 1.89247
"Salomó" 557 "Tarragona" "43135" "0" 41.22906 1.37487
"Salou" 27476 "Tarragona" "43905" "0" 41.07502 1.13654
"Salt" 31362 "Girona" "17155" "0" 41.9728 2.79281
"Sanaüja" 380 "Lleida" "25191" "0" 41.67631 1.26747
"Sant Adrià de Besòs" 37097 "Barcelona" "08194" "1" 41.43186 2.21501
"Sant Agustí de Lluçanès" 85 "Barcelona" "08195" "0" 42.08557 2.12758
"Sant Andreu de la Barca" 27558 "Barcelona" "08196" "1" 41.44878 1.97316
"Sant Andreu de Llavaneres" 10968 "Barcelona" "08197" "0" 41.56994 2.48483
"Sant Andreu Salou" 155 "Girona" "17157" "0" 41.87313 2.82569
"Sant Aniol de Finestres" 341 "Girona" "17183" "0" 42.06335 2.61488
"Sant Antoni de Vilamajor" 6135 "Barcelona" "08198" "0" 41.67337 2.40104
"Sant Bartomeu del Grau" 858 "Barcelona" "08199" "0" 41.98454 2.17282
"Sant Boi de Llobregat" 83605 "Barcelona" "08200" "1" 41.34804 2.045
"Sant Boi de Lluçanès" 541 "Barcelona" "08201" "0" 42.05785 2.15232
"Sant Carles de la Ràpita" 14789 "Tarragona" "43136" "0" 40.62068 0.59317
"Sant Cebrià de Vallalta" 3385 "Barcelona" "08203" "0" 41.62023 2.60227
"Sant Celoni" 17904 "Barcelona" "08202" "0" 41.68365 2.4881
"Sant Climent de Llobregat" 4129 "Barcelona" "08204" "1" 41.33677 1.99835
"Sant Climent Sescebes" 626 "Girona" "17158" "0" 42.36893 2.98077
"Sant Cugat del Vallès" 91006 "Barcelona" "08205" "1" 41.46819 2.08401
"Sant Cugat Sesgarrigues" 1007 "Barcelona" "08206" "0" 41.36482 1.75243
"Sant Esteve de la Sarga" 124 "Lleida" "25196" "0" 42.08013 0.76391
"Sant Esteve de Palautordera" 2820 "Barcelona" "08207" "0" 41.70639 2.43182
"Sant Esteve Sesrovires" 7612 "Barcelona" "08208" "0" 41.49654 1.87316
"Sant Feliu de Buixalleu" 783 "Girona" "17159" "0" 41.79107 2.58633
"Sant Feliu de Codines" 6259 "Barcelona" "08210" "0" 41.68813 2.16472
"Sant Feliu de Guíxols" 21925 "Girona" "17160" "0" 41.78445 3.0379
"Sant Feliu de Llobregat" 44860 "Barcelona" "08211" "1" 41.38177 2.04335
"Sant Feliu de Pallerols" 1371 "Girona" "17161" "0" 42.07865 2.50896
"Sant Feliu Sasserra" 602 "Barcelona" "08212" "0" 41.94415 2.02109
"Sant Ferriol" 243 "Girona" "17162" "0" 42.19683 2.66744
"Sant Fost de Campsentelles" 8737 "Barcelona" "08209" "0" 41.52666 2.22733
"Sant Fruitós de Bages" 8703 "Barcelona" "08213" "0" 41.75225 1.87846
"Sant Gregori" 3817 "Girona" "17163" "0" 41.99146 2.75339
"Sant Guim de Freixenet" 1025 "Lleida" "25192" "0" 41.65471 1.42153
"Sant Guim de la Plana" 185 "Lleida" "25197" "0" 41.76289 1.32353
"Sant Hilari Sacalm" 5627 "Girona" "17164" "0" 41.87814 2.51184
"Sant Hipòlit de Voltregà" 3484 "Barcelona" "08215" "0" 42.01885 2.23666
"Sant Iscle de Vallalta" 1332 "Barcelona" "08193" "0" 41.62472 2.56823
"Sant Jaume d'Enveja" 3503 "Tarragona" "43902" "0" 40.70408 0.717
"Sant Jaume de Frontanyà" 30 "Barcelona" "08216" "0" 42.18705 2.02482
"Sant Jaume de Llierca" 865 "Girona" "17165" "0" 42.21295 2.6071
"Sant Jaume dels Domenys" 2622 "Tarragona" "43137" "0" 41.29952 1.56005
"Sant Joan de les Abadesses" 3232 "Girona" "17167" "0" 42.23393 2.28588
"Sant Joan de Mollet" 507 "Girona" "17168" "0" 42.04556 2.94268
"Sant Joan de Vilatorrada" 10936 "Barcelona" "08218" "0" 41.74279 1.80388
"Sant Joan Despí" 34123 "Barcelona" "08217" "1" 41.36966 2.07121
"Sant Joan les Fonts" 3006 "Girona" "17185" "0" 42.21227 2.51107
"Sant Jordi Desvalls" 761 "Girona" "17166" "0" 42.072 2.95349
"Sant Julià de Cerdanyola" 228 "Barcelona" "08903" "0" 42.22334 1.89342
"Sant Julià de Ramis" 3515 "Girona" "17169" "0" 42.02463 2.82712
"Sant Julià de Vilatorta" 3114 "Barcelona" "08220" "0" 41.92345 2.32326
"Sant Julià del Llor i Bonmatí" 1286 "Girona" "17903" "0" 41.96929 2.66132
"Sant Just Desvern" 17805 "Barcelona" "08221" "1" 41.38511 2.07843
"Sant Llorenç d'Hortons" 2413 "Barcelona" "08222" "0" 41.46577 1.82305
"Sant Llorenç de la Muga" 264 "Girona" "17171" "0" 42.32117 2.78901
"Sant Llorenç de Morunys" 949 "Lleida" "25193" "0" 42.13631 1.5917
"Sant Llorenç Savall" 2373 "Barcelona" "08223" "0" 41.67856 2.0567
"Sant Martí d'Albars" 112 "Barcelona" "08225" "0" 42.02822 2.07375
"Sant Martí de Centelles" 1167 "Barcelona" "08224" "0" 41.76364 2.25115
"Sant Martí de Llémena" 633 "Girona" "17172" "0" 42.03655 2.6477
"Sant Martí de Riucorb" 646 "Lleida" "25902" "0" 41.55915 1.0546
"Sant Martí de Tous" 1235 "Barcelona" "08226" "0" 41.56224 1.52275
"Sant Martí Sarroca" 3264 "Barcelona" "08227" "0" 41.38639 1.61088
"Sant Martí Sesgueioles" 343 "Barcelona" "08228" "0" 41.7012 1.49127
"Sant Martí Vell" 252 "Girona" "17173" "0" 42.02107 2.93045
"Sant Mateu de Bages" 603 "Barcelona" "08229" "0" 41.79606 1.73343
"Sant Miquel de Campmajor" 231 "Girona" "17174" "0" 42.13594 2.68008
"Sant Miquel de Fluvià" 764 "Girona" "17175" "0" 42.17415 2.99155
"Sant Mori" 177 "Girona" "17176" "0" 42.15546 2.99053
"Sant Pau de Segúries" 697 "Girona" "17177" "0" 42.26169 2.36599
"Sant Pere de Ribes" 30719 "Barcelona" "08231" "0" 41.25934 1.77477
"Sant Pere de Riudebitlles" 2368 "Barcelona" "08232" "0" 41.4512 1.70161
"Sant Pere de Torelló" 2419 "Barcelona" "08233" "0" 42.07491 2.29393
"Sant Pere de Vilamajor" 4472 "Barcelona" "08234" "0" 41.68278 2.39311
"Sant Pere Pescador" 2042 "Girona" "17178" "0" 42.18815 3.08061
"Sant Pere Sallavinera" 152 "Barcelona" "08189" "0" 41.73781 1.57413
"Sant Pol de Mar" 5299 "Barcelona" "08235" "0" 41.60075 2.61841
"Sant Quintí de Mediona" 2254 "Barcelona" "08236" "0" 41.46206 1.66661
"Sant Quirze de Besora" 2167 "Barcelona" "08237" "0" 42.10084 2.2168
"Sant Quirze del Vallès" 20141 "Barcelona" "08238" "0" 41.53526 2.07682
"Sant Quirze Safaja" 627 "Barcelona" "08239" "0" 41.72738 2.15255
"Sant Ramon" 491 "Lleida" "25194" "0" 41.72592 1.36314
"Sant Sadurní d'Anoia" 12887 "Barcelona" "08240" "0" 41.42615 1.7849
"Sant Sadurní d'Osormort" 78 "Barcelona" "08241" "0" 41.90258 2.38119
"Sant Salvador de Guardiola" 3179 "Barcelona" "08098" "0" 41.6836 1.76724
"Sant Vicenç de Castellet" 9523 "Barcelona" "08262" "0" 41.66713 1.86341
"Sant Vicenç de Montalt" 6407 "Barcelona" "08264" "0" 41.58207 2.50976
"Sant Vicenç de Torelló" 2058 "Barcelona" "08265" "0" 42.06177 2.27311
"Sant Vicenç dels Horts" 28117 "Barcelona" "08263" "1" 41.39499 2.01061
"Santa Bàrbara" 3707 "Tarragona" "43138" "0" 40.71419 0.49057
"Santa Cecília de Voltregà" 187 "Barcelona" "08243" "0" 41.99308 2.21986
"Santa Coloma de Cervelló" 8218 "Barcelona" "08244" "1" 41.36999 2.02157
"Santa Coloma de Farners" 13143 "Girona" "17180" "0" 41.85711 2.67488
"Santa Coloma de Gramenet" 119215 "Barcelona" "08245" "1" 41.45114 2.20904
"Santa Coloma de Queralt" 2673 "Tarragona" "43139" "0" 41.53247 1.38204
"Santa Cristina d'Aro" 5223 "Girona" "17181" "0" 41.81176 2.99856
"Santa Eugènia de Berga" 2248 "Barcelona" "08246" "0" 41.9037 2.28171
"Santa Eulàlia de Riuprimer" 1345 "Barcelona" "08247" "0" 41.9113 2.1868
"Santa Eulàlia de Ronçana" 7288 "Barcelona" "08248" "0" 41.65262 2.22988
"Santa Fe del Penedès" 374 "Barcelona" "08249" "0" 41.38502 1.72121
"Santa Llogaia d'Àlguema" 370 "Girona" "17182" "0" 42.23374 2.95245
"Santa Margarida de Montbui" 9980 "Barcelona" "08250" "0" 41.55787 1.6054
"Santa Margarida i els Monjos" 7611 "Barcelona" "08251" "0" 41.32094 1.66292
"Santa Maria d'Oló" 1025 "Barcelona" "08258" "0" 41.87691 2.03468
"Santa Maria de Besora" 150 "Barcelona" "08253" "0" 42.127 2.25877
